ngram,probability
2501,0.00973839736430822
8851,0.008380958483137205
2131,0.008149278993104343
1699,0.0077756889466175936
3319,0.007575828096380618
3125,0.007541026087952774
1160,0.006716610184462382
1169,0.006716610184462382
1250,0.006247855595459837
1251,0.006247855595459837
9507,0.0061335295052228735
9521,0.0061335295052228735
9588,0.0061335295052228735
3590,0.005962922751421255
9781,0.005700972529327439
9682,0.00541970277605993
7149,0.005294176520830812
9422,0.005018969622680383
9489,0.005018969622680383
4229,0.005018791126060818
5125,0.00495425067810026
5153,0.00495425067810026
5179,0.00495425067810026
5181,0.00495425067810026
5188,0.00495425067810026
3193,0.004929488948557017
3195,0.004929488948557017
8225,0.0047655911130608936
8275,0.0047655911130608936
1111,0.00465638144011056
1116,0.00465638144011056
8518,0.004593173109154741
1312,0.004565684735510357
3331,0.004553273713281958
1714,0.004472775333237661
1733,0.004472775333237661
1749,0.004472775333237661
7582,0.004423122529523774
9116,0.004235825077049608
8111,0.004193235328371077
8116,0.004193235328371077
8160,0.004193235328371077
5885,0.004185416716461323
1017,0.004140376158504761
1040,0.004140376158504761
1063,0.004140376158504761
7811,0.004042048550980869
0359,0.004006931687060103
7972,0.00399380665791389
8610,0.003958633692738087
8817,0.003939503679557541
4969,0.003915729189326169
3086,0.0038011648671422145
2518,0.0035729739443841643
9911,0.0033929267386338213
9968,0.0033929267386338213
0193,0.0033700921949627706
0195,0.0033700921949627706
1885,0.0033447521455087577
7285,0.0033410954949245728
5321,0.00334003255438726
5383,0.00334003255438726
5015,0.003282363708782305
5017,0.003282363708782305
5019,0.003282363708782305
6978,0.00325452101568457
2410,0.0032216585783931538
2432,0.0032216585783931538
3210,0.003213264522453908
3213,0.003213264522453908
9851,0.003208311248184784
9853,0.003208311248184784
9151,0.003145432014979638
1795,0.003142393237957628
1797,0.003142393237957628
1798,0.003142393237957628
5210,0.003120961777740146
5213,0.003120961777740146
7107,0.0030224029172666645
4795,0.003012860040847506
1601,0.0029921480998432053
1603,0.0029921480998432053
1606,0.0029921480998432053
1607,0.0029921480998432053
5133,0.0029455438067209788
2035,0.0029370227796613603
1950,0.0029070344790950824
1952,0.0029070344790950824
1958,0.0029070344790950824
2942,0.0028468826205982857
2948,0.0028468826205982857
2250,0.0027276914166538308
2251,0.0027276914166538308
5779,0.0025544853870463793
5782,0.0025544853870463793
1811,0.002508564109131568
7639,0.0024642840672915445
0758,0.0024642720954058182
0722,0.002464272095405818
0746,0.002464272095405818
0763,0.002464272095405818
0768,0.002464272095405818
0771,0.002464272095405818
5594,0.0024438568080063275
0171,0.002439442877056818
0173,0.002439442877056818
0174,0.002439442877056818
0179,0.002439442877056818
3479,0.0023867294721385524
3896,0.0023806822239595617
7985,0.0023653607971451194
6991,0.0023506057816127415
6992,0.0023506057816127415
6996,0.0023506057816127415
6999,0.0023506057816127415
7950,0.002335762955361743
7952,0.002335762955361743
7958,0.002335762955361743
8294,0.002321856973377657
0670,0.0023118090659424674
2915,0.00230240406281891
2933,0.00230240406281891
8512,0.0022965865545773703
8513,0.0022965865545773703
8515,0.0022965865545773703
8517,0.0022965865545773703
3187,0.002282891392929162
1318,0.0022828423677551785
1319,0.0022828423677551785
2294,0.00228284182743153
2101,0.00228246270782011
2104,0.00228246270782011
2106,0.00228246270782011
2107,0.00228246270782011
9203,0.002246278808477018
6822,0.0022238604418725015
6827,0.0022238604418725015
6829,0.0022238604418725015
9800,0.0022091841858644114
9868,0.0022091841858644114
0861,0.0022048506302532046
2851,0.0021899887167305438
2853,0.0021899887167305438
7241,0.0020970759305326023
7243,0.0020970759305326023
5881,0.0020927083582306617
5900,0.0020784198191458633
5904,0.0020784198191458633
5908,0.0020784198191458633
9001,0.002078351800014846
9048,0.002078351800014846
9086,0.002078351800014846
0480,0.0020780988890909064
4806,0.0020780846344603376
8171,0.00203331509396958
8173,0.00203331509396958
8174,0.00203331509396958
8179,0.00203331509396958
3347,0.002028051238687329
8968,0.002026848253323704
4321,0.002023449875473104
4328,0.002023449875473104
7816,0.0020210242754904345
7817,0.0020210242754904345
5365,0.0020044512400740726
7308,0.0019950114348760402
7340,0.0019950114348760402
0730,0.001994918468901077
0733,0.001994918468901077
0734,0.001994918468901077
9697,0.001971646690240921
9359,0.001956413936956615
3798,0.0019195969195488249
3724,0.0019195969195488244
1496,0.0019052056424210748
2758,0.0018183965902560462
9724,0.0018085896102542972
9728,0.0018085896102542972
3057,0.0018059249058543332
1073,0.0017907318035166424
1076,0.0017907318035166424
2512,0.0017864869721920822
2513,0.0017864869721920822
2515,0.0017864869721920822
2517,0.0017864869721920822
4916,0.001697983779913728
4972,0.001697983779913728
4992,0.001697983779913728
9920,0.0016969029313011735
9921,0.0016969029313011735
9924,0.0016969029313011735
9312,0.0016832687234224926
9389,0.0016832687234224926
9397,0.0016832687234224926
1931,0.0016832066822313222
1933,0.0016832066822313222
1935,0.0016832066822313222
1938,0.0016832066822313222
1939,0.0016832066822313222
6365,0.0016769017419747685
4892,0.0016729335245753518
4896,0.0016729335245753518
4897,0.0016729335245753518
8920,0.0016727610567071657
1881,0.0016723760727543789
8530,0.0016624436571614715
8532,0.0016624436571614715
8536,0.0016624436571614715
8538,0.0016624436571614715
7710,0.0016428522929774318
8645,0.0016144376647211484
5073,0.0015604949370699552
5076,0.0015604949370699552
1333,0.0015308586526609639
1334,0.0015308586526609639
5822,0.001522597924536677
5827,0.001522597924536677
5829,0.001522597924536677
1530,0.0015152183415171555
1532,0.0015152183415171555
1536,0.0015152183415171555
1538,0.0015152183415171555
3365,0.0015111968552509656
3307,0.0015111968552509653
7496,0.0014909162493443849
8633,0.0014699919026717736
0863,0.0014699004201687983
0864,0.0014699004201687983
6015,0.0014580412231894667
6017,0.0014580412231894667
6019,0.0014580412231894667
5305,0.0014399389014036795
5307,0.0014399389014036795
5308,0.0014399389014036795
7331,0.0014372462856166348
7333,0.0014372462856166348
1518,0.0014173075643079136
4662,0.001382147516713425
4601,0.0013821475167134249
4606,0.0013821475167134249
4646,0.0013821475167134249
4681,0.0013821475167134249
8728,0.0013794715253295786
8757,0.0013794715253295786
8710,0.0013794715253295784
8781,0.0013794715253295784
7227,0.001378058840050079
9210,0.0013661309178300996
9213,0.0013661309178300996
3972,0.0013593497360396252
3978,0.0013593497360396252
5942,0.0013585617987025942
5948,0.0013585617987025942
0633,0.0013577264836746854
0636,0.0013577264836746854
0637,0.0013577264836746854
0639,0.0013577264836746854
5691,0.0013230286375287643
6811,0.0013168429820677528
8312,0.0012921461536660342
0603,0.001290235476711276
3611,0.0012767387752162344
1816,0.001254282054565784
1817,0.001254282054565784
6846,0.0012517094925896153
6847,0.0012517094925896153
6853,0.0012517094925896153
6861,0.0012517094925896153
3831,0.0012295041543710999
3833,0.0012295041543710999
0645,0.0011959426274779042
0406,0.001182974659344118
7980,0.0011826803985725597
7986,0.0011826803985725597
7987,0.0011826803985725597
7577,0.0011794459881443234
7578,0.0011794459881443234
8291,0.0011609284866888284
8293,0.0011609284866888284
8298,0.0011609284866888284
0577,0.0011583266562946925
0578,0.0011583266562946925
2291,0.001141420913715765
2293,0.001141420913715765
2298,0.001141420913715765
9201,0.001123139404238509
2019,0.001123060893799634
1546,0.0011064761671924716
1559,0.0011064761671924716
1569,0.0011064761671924716
1598,0.0011064761671924716
0151,0.0011064630497261546
0153,0.0011064630497261546
0154,0.0011064630497261546
0155,0.0011064630497261546
0156,0.0011064630497261546
0159,0.0011064630497261546
8972,0.0010873764216362256
8978,0.0010873764216362256
6032,0.0010704722530368894
6035,0.0010704722530368894
6037,0.0010704722530368894
6038,0.0010704722530368894
0328,0.0010702305957992044
3321,0.0010629067240715173
3328,0.0010629067240715173
9160,0.001059608353764838
9169,0.001059608353764838
0384,0.0010459357166231907
3281,0.0010390875215789141
3282,0.0010390875215789141
3284,0.0010390875215789141
3285,0.0010390875215789141
2829,0.0010390766857518463
2849,0.0010390766857518463
3921,0.0010353180268214217
3985,0.0010353180268214217
6392,0.0010353041056434897
6395,0.0010353041056434897
6397,0.0010353041056434897
6398,0.0010353041056434897
4015,0.0010213996490988397
4025,0.0010213996490988397
4038,0.0010213996490988397
4067,0.0010213996490988397
4069,0.0010213996490988397
4095,0.0010213996490988397
7822,0.0010189568685066617
7827,0.0010189568685066617
7829,0.0010189568685066617
3340,0.0010140256193436645
8966,0.001013424126661852
8969,0.001013424126661852
9668,0.0010133992757279978
6709,0.001007320430887442
5361,0.0010022256200370363
5363,0.0010022256200370363
6101,0.0009897023438250104
6104,0.0009897023438250104
6106,0.0009897023438250104
6107,0.0009897023438250104
9691,0.0009858233451204605
9694,0.0009858233451204605
9699,0.0009858233451204605
7460,0.0009857241394102454
5130,0.0009818479355736605
5131,0.0009818479355736605
5136,0.0009818479355736605
8684,0.0009814077401477004
7278,0.0009807826165675534
7294,0.0009807826165675534
7210,0.0009807826165675532
7251,0.0009807826165675532
7530,0.0009795238217096835
7568,0.0009795238217096835
3651,0.0009749919590038053
3659,0.0009749919590038053
2985,0.0009642976688307324
5985,0.0009629505030672281
5987,0.0009629505030672281
1491,0.0009526028212105374
1497,0.0009526028212105374
1498,0.0009526028212105374
1499,0.0009526028212105374
6451,0.0009368481935321129
6455,0.0009368481935321129
6459,0.0009368481935321129
4513,0.0009368426658819855
4555,0.0009368426658819855
0697,0.000924723626376987
9991,0.000916523824654353
9992,0.000916523824654353
9996,0.000916523824654353
9999,0.000916523824654353
2753,0.0009091982951280231
2755,0.0009091982951280231
2756,0.0009091982951280231
2757,0.0009091982951280231
9721,0.0009042948051271486
9722,0.0009042948051271486
9725,0.0009042948051271486
9727,0.0009042948051271486
9729,0.0009042948051271486
1072,0.0008953659017583212
1074,0.0008953659017583212
1075,0.0008953659017583212
1077,0.0008953659017583212
4985,0.0008870981637649764
9331,0.0008857003891729817
9333,0.0008857003891729817
5037,0.0008854935853861668
0015,0.0008768088854371799
0017,0.0008768088854371799
0019,0.0008768088854371799
6060,0.0008748247339136799
6063,0.0008748247339136799
6064,0.0008748247339136799
6067,0.0008748247339136799
6069,0.0008748247339136799
4101,0.000868167345820962
4104,0.000868167345820962
4106,0.000868167345820962
4107,0.000868167345820962
3406,0.0008597467757415588
7795,0.0008515148701599726
7797,0.0008515148701599726
7798,0.0008515148701599726
9241,0.0008483883150221859
9243,0.0008483883150221859
6911,0.0008429388512238181
6915,0.0008429388512238181
3073,0.0008292838770811435
3076,0.0008292838770811435
7684,0.0008214280437873143
7714,0.0008214261464887159
6942,0.0008136302684656907
6948,0.0008136302684656907
9871,0.0007930162562339729
9872,0.0007930162562339729
9875,0.0007930162562339729
9878,0.0007930162562339729
6460,0.0007919822256678801
5072,0.0007802474685349776
5074,0.0007802474685349776
5075,0.0007802474685349776
5077,0.0007802474685349776
0250,0.0007625170636979148
