ngram,probability
3193,0.018210719693781272
7972,0.01818669331521991
3319,0.0165968463857068
5179,0.01170049611208943
5779,0.011255209411136025
9507,0.010825590219013134
1797,0.010225766727875838
3057,0.009673658826001033
3331,0.009429425740824338
0577,0.008974505920724489
1160,0.00895415602476917
3125,0.008900926602840916
5305,0.008879518694796019
1251,0.008112496784768936
7797,0.007963862265254765
9781,0.007822843580573051
2517,0.007738329112760986
9682,0.0076017351417314374
5153,0.007589000918952631
8968,0.0072181060832787435
6829,0.0071611952010229235
2131,0.006995260990112816
2501,0.006915784478947773
9151,0.006881020410258834
2915,0.006833723927850744
9489,0.006747157921692229
9853,0.006662716922042835
1606,0.006579783142716022
4229,0.006294167121250057
9422,0.006293970859482209
9397,0.006217371192949421
1939,0.0062164185737941646
0733,0.006148155213516677
4896,0.006068971921189404
7251,0.005992736088549937
7950,0.005949020823474934
1733,0.0057831068691883165
9725,0.005769630489827676
8530,0.005688501307067163
9312,0.005585493700456967
1931,0.005584637896914682
8160,0.005401417440416792
9724,0.0053857794420234225
8116,0.005205554161519189
2853,0.0051323786328488965
1040,0.00512256480768942
1607,0.005104092681272068
4606,0.0050769617706030706
2515,0.005019119376247879
3611,0.004992514069023041
5361,0.004935820087968903
2251,0.0048613256693822455
7333,0.004821330573050011
8225,0.004800163780630725
0768,0.004781405151357472
5076,0.0046354643856389875
1546,0.004570012409040332
0154,0.004567668186651643
2432,0.004528637096175454
0670,0.004506542619906247
5015,0.004482252655204117
3213,0.004455038733089473
7285,0.004394484279689782
1530,0.0043638157388985604
8291,0.004336908497579584
7331,0.0043361388938338696
3590,0.00428933257223692
4095,0.004275528795520319
6978,0.004268325931620521
6069,0.004256071098449536
7817,0.004189918440710618
3972,0.004180582880468961
7243,0.004160617027193301
9728,0.004104468434587935
1250,0.004047017520754224
0950,0.003933959187525393
4328,0.003900714516088226
8536,0.0038913670845877562
8173,0.0037998050226706573
7811,0.0037876624023146514
2948,0.003770444541648237
7816,0.0037382919115334944
7682,0.003734137256470585
2933,0.003670392898758886
5321,0.0036464944345949
6822,0.0036227978275286243
2518,0.003607721675230125
1749,0.0035843550360082905
2942,0.0035171946985458813
5181,0.0034928348564440426
5460,0.0034187412827775218
3896,0.0033774137309921103
8294,0.0033756548147028213
2829,0.003366294618314484
3282,0.0033657870712607437
0763,0.0033323531262914106
7639,0.0033318099113768553
6067,0.003306278968005385
3978,0.0032919954369388204
9722,0.003262719491722395
5125,0.003258526905865397
1795,0.003218078515656481
1312,0.00320453639921875
9359,0.0030339550108241524
1517,0.003024565988183994
1699,0.003019670574751081
1169,0.0030157459161951985
1536,0.00298518151142184
7582,0.002926852692826566
1935,0.0029093249572840194
0694,0.0028951043281759386
8275,0.002873610828564256
5073,0.0028714284053071733
2985,0.002841540336938126
8298,0.002813394952499953
0722,0.00280352413189932
0409,0.00280086924137802
2104,0.0027579090015251357
0746,0.0026521576365149497
