ngram,probability
4095,0.030855966045759402
9682,0.024875914505971552
7582,0.021218096925885385
1040,0.02116814175480405
1733,0.02088284090267608
3611,0.01952028888023721
9507,0.019366780779488182
8781,0.018829351710438817
1546,0.018739218110067565
2829,0.016976380669606942
3331,0.016866325445995593
0480,0.013151940745230559
1749,0.012943132065303262
7426,0.01270450743702688
7645,0.012463390144724055
2670,0.012115969547546459
7694,0.011895462094061027
4863,0.011624807279079486
5779,0.011188119204083864
2432,0.01118020008023839
5475,0.01106298831245811
4038,0.010911350337113788
8757,0.010810517225347838
8488,0.01068966563355607
9116,0.010473827193413868
7251,0.01021413550264148
9397,0.010049300734074784
5179,0.009936829934116709
0768,0.009851097075136978
3921,0.009497609153500845
1333,0.009248219971591901
9312,0.009027980508518569
4606,0.008723691906703234
8225,0.008588230495429852
5985,0.008365601323116445
0073,0.00835707598046262
1116,0.008146634997359493
3057,0.007569921613840225
9911,0.0073779261820003115
0526,0.007262567358377466
2035,0.007214068378742155
8332,0.007150269010255672
0418,0.007033034562085015
8633,0.006871975602822088
7972,0.006869653723372362
0763,0.006865624873142779
3896,0.006810019362001804
7607,0.0067671731801629735
3187,0.006753329162248567
8610,0.006625833817526222
3319,0.006620198525821166
2410,0.006500941024173018
2131,0.006469656188663498
5153,0.0064450781213943945
5037,0.0064152876731977575
2849,0.005971385698848693
8378,0.005946415350070835
7285,0.0059361865362880925
3843,0.005866179921745773
0722,0.005776082030611538
3985,0.005754280891914374
5999,0.005742951329666786
2915,0.005648658049478602
7697,0.005642308396412716
0746,0.0054642226518823835
9048,0.005449778861338487
5503,0.005432882787114492
7107,0.0054010980906089535
8275,0.005141331270707226
2621,0.005129091748832019
2501,0.00509544551267581
4724,0.0050721210772000066
4069,0.005021859081076643
8817,0.004960867947534053
9149,0.004880650166353634
1334,0.004817326296993775
8091,0.004792615007066818
7755,0.004735745716675715
9489,0.004721763879720857
9800,0.004715559753380329
5935,0.004703139127752119
1130,0.004673422652028334
2363,0.00455044814140773
3724,0.004462472360829872
6978,0.004444872367640569
4015,0.004444380717557491
8160,0.004426141650458243
7530,0.004425891083613962
9422,0.0044046166710835066
8116,0.004265643294964153
2768,0.004214912101323728
2275,0.004206608560304224
4969,0.004195109737587835
2384,0.004057827173552144
6203,0.00404058217327052
4067,0.0039011723902119934
9668,0.003833872897542303
7340,0.00382277326403934
4229,0.003814121874745012
1111,0.003776900104691922
1133,0.003772665672215789
7841,0.003749983121139551
5298,0.0036643397142620297
0328,0.003633908368066928
9151,0.003613395806528671
6365,0.0034990351115134323
9389,0.0034658319402164194
1598,0.0033913512270676975
9001,0.0033847129883186307
5594,0.003357380037457766
7294,0.0033375087230290844
2272,0.0030918142778486755
2933,0.003033894054137491
5536,0.0030276457634542445
5181,0.00296634481341163
4992,0.0029058176482852117
3590,0.0028393283010270482
5125,0.002767355109487386
8395,0.0027143758412031494
1193,0.002490899539543048
7210,0.002371016232947131
7278,0.002362516623736869
1017,0.0023003203887694747
4795,0.0021618999968891703
7025,0.0021580995915513284
6637,0.002113954299402374
1714,0.0020774227069998443
0924,0.002072360636942389
1831,0.0020105388572680613
7073,0.001998061337520588
9868,0.0019374213869348567
4601,0.001887080596991027
6847,0.0018607893607437958
4555,0.0018156119487307359
4681,0.0018109441219419501
9781,0.001790335683000922
7098,0.0017353449743069676
3848,0.0017304152104339848
7885,0.0017119032046040536
4513,0.0017116983419167926
7064,0.001678949394507597
0603,0.001672604412713669
2269,0.0016701908690151836
5188,0.0016663499471757238
7568,0.0016352170074516081
3365,0.0016045439754141752
8498,0.0015983541595560394
5321,0.0015924325216085382
3479,0.001557585299423764
0024,0.0015386137789765756
4806,0.0015363408785675828
1699,0.0014907176700905249
1063,0.0014807934774831452
5987,0.0014498877161922504
9086,0.0014407002844172203
6846,0.0014085464935430923
9588,0.001406942914972053
5864,0.0013735657867979503
0758,0.0013652644783725227
8728,0.0013300667932987103
8496,0.0013188641096397024
4662,0.0012324079491344126
6861,0.0012186481383017391
4281,0.001156446945661256
4646,0.001152571113207857
3307,0.0011414569932140547
9968,0.0011136438950689284
5294,0.001059153035450272
4972,0.001048584479567918
5782,0.0009490767565156696
7405,0.0009034232257715586
4459,0.0007632301962990391
7639,0.0007157116710330348
3798,0.0006750574932432025
6853,0.0006725240513295236
7897,0.0005905673601267107
8312,0.0005845896840184877
8645,0.000469631143801276
1136,0.00042504395431583746
4025,0.0003732535647841051
5691,0.00036245201945706376
1559,0.00035447315280673965
8337,0.0003130404931525901
7308,0.0003068034035646619
8710,0.00028734537027986915
7861,0.0002723692359584189
9521,0.0002641735017705153
5383,0.000243105154775262
8111,0.00021895306976502636
7099,0.0001983517765286605
8920,0.00016932442806048603
2019,0.00016816403464547754
5432,0.0001232751446360695
0771,8.823832460356854e-05
9195,8.129784850208297e-05
8851,5.73238281191551e-05
1569,5.400691640844592e-05
4347,4.466239146266426e-05
0043,4.178750864834318e-05
4916,3.810984554780756e-05
