ngram,probability
728,0.002801144721385149
435,0.002601169827957261
365,0.00260114636798352
238,0.0026007924813585487
811,0.00240427128367607
593,0.0024014020154243
754,0.0024011573522261754
052,0.002400997318848874
272,0.0024002548368377047
637,0.0023974816011789173
814,0.00220391534336973
481,0.002201322205383279
442,0.002201169167598532
733,0.002200998596686588
737,0.002200998596686588
368,0.0022009700036783623
778,0.002200903082372247
543,0.002200552132857409
688,0.002196344188675926
289,0.0020332027043685422
892,0.002007129808884192
829,0.0020037229702232475
462,0.002001081556755911
478,0.0020010687920119395
932,0.0020010227064228745
781,0.002001005325794892
786,0.002001005325794892
336,0.0020009819263913046
074,0.0020008236452071326
948,0.0020007774517344034
414,0.0020007743853375343
707,0.0020006231365228893
094,0.002000585192644866
241,0.0020001415117264984
682,0.0019966765351599313
848,0.0018042117307103
850,0.001804006043430026
816,0.0018032034627570486
485,0.0018010818044045009
488,0.0018010818044045009
394,0.0018010812374645697
597,0.0018010515115682243
063,0.001801006873077038
473,0.0018009619128107456
116,0.001800953336671738
333,0.0018008837337521759
757,0.0018008680141696288
290,0.0018007794268684214
295,0.0018007794268684214
792,0.0018007521910312246
748,0.0018006605919759246
173,0.0018006530687835478
175,0.0018006530687835478
107,0.001800652861771858
201,0.0018006024672496653
227,0.0018005930785160791
229,0.0018005930785160791
159,0.001800573072509786
983,0.0018005461202478805
988,0.0018005461202478805
518,0.0018005449307702695
372,0.001800539100804416
187,0.001800361790492032
277,0.0018001911276282782
627,0.0017963215386598732
801,0.0016040294034140486
851,0.0016035609274933564
876,0.0016033958828550216
877,0.0016033958828550216
833,0.001603140750648765
861,0.0016026101225461668
869,0.0016026101225461668
920,0.001601275508614742
010,0.001601007387145198
398,0.0016009610999685074
763,0.0016008772046792955
461,0.001600865245404725
536,0.0016008405941919659
933,0.001600818165138297
162,0.0016008087777949133
780,0.0016008042606359095
310,0.0016007894421490921
978,0.001600788666114873
422,0.001600787779597483
028,0.0016007725825669405
301,0.001600705990446616
298,0.0016006928238830416
299,0.0016006928238830416
347,0.0016006802484115846
253,0.0016006730329867415
799,0.0016006686142499757
722,0.0016006541265057993
943,0.0016006219613875217
195,0.0016005582295503828
359,0.0016005278356081853
224,0.001600527180903182
572,0.001600507428265442
577,0.001600507428265442
706,0.0016004985092183122
708,0.0016004985092183122
095,0.0016004681541158879
098,0.0016004681541158879
386,0.0016004248181062453
546,0.001600401551169024
547,0.001600401551169024
134,0.0016004015339532718
138,0.0016004015339532718
520,0.0016003832613104268
527,0.0016003832613104268
