ngram,probability
007,0.005
019,0.005
022,0.005
025,0.005
028,0.005
037,0.005
039,0.005
043,0.005
046,0.005
048,0.005
049,0.005
063,0.005
068,0.005
073,0.005
074,0.005
079,0.005
082,0.005
104,0.005
113,0.005
119,0.005
133,0.005
138,0.005
148,0.005
149,0.005
151,0.005
153,0.005
159,0.005
160,0.005
174,0.005
176,0.005
179,0.005
187,0.005
188,0.005
195,0.005
203,0.005
209,0.005
210,0.005
223,0.005
227,0.005
229,0.005
236,0.005
241,0.005
242,0.005
243,0.005
264,0.005
275,0.005
276,0.005
284,0.005
290,0.005
298,0.005
305,0.005
311,0.005
328,0.005
331,0.005
332,0.005
333,0.005
337,0.005
347,0.005
361,0.005
365,0.005
371,0.005
372,0.005
378,0.005
380,0.005
384,0.005
389,0.005
392,0.005
401,0.005
406,0.005
407,0.005
422,0.005
432,0.005
435,0.005
440,0.005
445,0.005
462,0.005
464,0.005
468,0.005
480,0.005
488,0.005
498,0.005
499,0.005
501,0.005
511,0.005
513,0.005
526,0.005
532,0.005
533,0.005
538,0.005
546,0.005
548,0.005
553,0.005
555,0.005
557,0.005
558,0.005
559,0.005
568,0.005
569,0.005
573,0.005
588,0.005
594,0.005
597,0.005
598,0.005
601,0.005
603,0.005
606,0.005
610,0.005
615,0.005
618,0.005
621,0.005
626,0.005
630,0.005
633,0.005
645,0.005
647,0.005
651,0.005
655,0.005
656,0.005
668,0.005
682,0.005
684,0.005
688,0.005
699,0.005
702,0.005
704,0.005
706,0.005
707,0.005
709,0.005
710,0.005
722,0.005
724,0.005
727,0.005
728,0.005
729,0.005
731,0.005
733,0.005
734,0.005
740,0.005
746,0.005
753,0.005
754,0.005
756,0.005
758,0.005
763,0.005
773,0.005
778,0.005
780,0.005
781,0.005
792,0.005
798,0.005
799,0.005
800,0.005
810,0.005
811,0.005
812,0.005
816,0.005
817,0.005
818,0.005
820,0.005
831,0.005
833,0.005
839,0.005
841,0.005
845,0.005
848,0.005
851,0.005
854,0.005
857,0.005
858,0.005
863,0.005
866,0.005
876,0.005
877,0.005
878,0.005
884,0.005
885,0.005
898,0.005
900,0.005
904,0.005
908,0.005
914,0.005
915,0.005
916,0.005
920,0.005
931,0.005
933,0.005
935,0.005
941,0.005
942,0.005
950,0.005
952,0.005
958,0.005
965,0.005
966,0.005
969,0.005
974,0.005
985,0.005
986,0.005
987,0.005
996,0.005
